白矾,120.0,1.5,118.5
牛膝,12500.0,1.5,12498.5
胆星,120.0,1.5,118.5
刘寄奴,30.0,9.0,21.0
光乌,60.0,60.0,0.0
白花蛇,90.0,0.9,89.1
绿豆,49.0,49.0,0.0
片姜黄,75.0,75.0,0.0
油朴,15.0,15.0,0.0
羊髓,600.0,600.0,0.0
生葛汁,30.0,30.0,0.0
赤白苓,120.0,120.0,0.0
天浆子,21.0,7.0,14.0
小草,22.5,22.5,0.0
海螺蛸,6.0,6.0,0.0
通,30.0,30.0,0.0
真西牛黄,4.5,4.5,0.0
雄鼠粪,60.0,60.0,0.0
赤蜈蚣,1.0,1.0,0.0
嫩苏梗,15.0,15.0,0.0
蟾酥,3.0,3.0,0.0
生山甲,9.0,9.0,0.0
制白附子,10.0,10.0,0.0
炒柏,3.0,3.0,0.0
土荆皮,250.0,250.0,0.0
天雄,150.0,0.9,149.1
尖槟榔,15.0,15.0,0.0
草豆蔻仁,4.0,4.0,0.0
新草乌,15.0,15.0,0.0
茴香,5000.0,22.5,4977.5
川楝,4.5,4.5,0.0
木乳,30.0,30.0,0.0
煨草果,60.0,60.0,0.0
金钗石斛,120.0,15.0,105.0
灯心,100.0,100.0,0.0
百部,125.0,15.0,110.0
甘葛,2.4,2.4,0.0
蕲蛇,120.0,120.0,0.0
大枣,310.0,2.0,308.0
蜀水花,60.0,60.0,0.0
首乌,60.0,9.0,51.0
金银箔,50.0,50.0,0.0
菥蓂子,37.5,37.5,0.0
拣黄连,9.0,9.0,0.0
血竭,225.0,2.5,222.5
麝,4.0,4.0,0.0
三七,240.0,150.0,90.0
桑皮,3.0,2.4,0.6000000000000001
霹蜂房,6.0,6.0,0.0
柿霜,150.0,60.0,90.0
青龙齿,45.0,45.0,0.0
虎头骨,120.0,120.0,0.0
芜荑,15.0,15.0,0.0
石龙芮,30.0,30.0,0.0
太阴石,30.0,30.0,0.0
鲜菊叶,120.0,120.0,0.0
鸡苏叶,250.0,30.0,220.0
黑芝麻,9.0,9.0,0.0
楮实,45.0,3.0,42.0
"独
活",30.0,30.0,0.0
闹羊花根皮,45.0,45.0,0.0
丁香油,120.0,120.0,0.0
"麻
黄",600.0,600.0,0.0
法半夏,60.0,60.0,0.0
家菊花,25.0,25.0,0.0
水红花子,30.0,30.0,0.0
矾石,30.0,30.0,0.0
大胡麻,620.0,9.0,611.0
黑山栀,30.0,15.0,15.0
硫黄,6.0,6.0,0.0
生白术,45.0,45.0,0.0
蜂蜜,25.0,25.0,0.0
石斛草,30.0,30.0,0.0
棕灰,15.0,15.0,0.0
土茯苓kg,45.0,45.0,0.0
老白胶,22.5,22.5,0.0
苏梗,60.0,4.5,55.5
真酥油,250.0,250.0,0.0
柴胡梢,3.0,2.4,0.6000000000000001
jiu黄芩芩,6.0,6.0,0.0
苏叶,450.0,1.2,448.8
老鹳草,9.0,9.0,0.0
白丁香,24.0,24.0,0.0
赤石脂,60.0,22.5,37.5
川当归,100.0,15.0,85.0
竹叶,12.0,2.4,9.6
川厚朴,30.0,30.0,0.0
生熟地黄,9.0,9.0,0.0
刺蒺藜,120.0,15.0,105.0
乌犀,15.0,15.0,0.0
细黄芩,30.0,30.0,0.0
芒硝,1000.0,0.9,999.1
盐霜白梅,30.0,30.0,0.0
紫豆蔻,60.0,60.0,0.0
白附,27.0,15.0,12.0
松叶,1000.0,30.0,970.0
真漏芦,3.0,3.0,0.0
全蝎,450.0,1.2,448.8
软石膏,60.0,60.0,0.0
黄丹,500.0,3.0,497.0
孩儿茶,30.0,30.0,0.0
诃黎勒皮,15.0,15.0,0.0
代赭石,15.0,3.0,12.0
油松节,300.0,30.0,270.0
淮生地,30.0,30.0,0.0
天冬,50000.0,0.3,49999.7
苦葶苈,30.0,30.0,0.0
海带,30.0,30.0,0.0
真蜜,500.0,500.0,0.0
红曲,180.0,150.0,30.0
枸橘全个,4.5,4.5,0.0
白芨,15.0,15.0,0.0
雄黄,600.0,1.5,598.5
青陈皮,30.0,22.5,7.5
人中黄,60.0,60.0,0.0
生蟾酥,10.0,10.0,0.0
竹茹,3.0,3.0,0.0
羊胫骨灰,1.5,1.5,0.0
生虎骨,72.0,21.0,51.0
生甘草节,12.0,12.0,0.0
炒山栀,9.0,9.0,0.0
菥萁子,30.0,30.0,0.0
紫葛,22.5,22.5,0.0
天竺黄,300.0,6.0,294.0
干桑叶,15.0,7.5,7.5
蒲公英,120.0,3.0,117.0
羚羊角,60.0,0.6,59.4
当归梢,15.0,3.0,12.0
牡蛎,150.0,1.5,148.5
草蔻,30.0,30.0,0.0
土马钱子,60.0,60.0,0.0
川黄连,120.0,2.0,118.0
牛胶,30.0,15.0,15.0
景天,22.5,22.5,0.0
白杏仁,9.0,9.0,0.0
蜜炙黄芪,4.5,4.5,0.0
淡全蝎,6.0,6.0,0.0
制川乌,60.0,60.0,0.0
土朱,15.0,15.0,0.0
萝卜子,21.0,21.0,0.0
海桐皮,90.0,0.9,89.1
紫背干浮萍草,120.0,120.0,0.0
羊蹄根,60.0,60.0,0.0
川黄柏,30.0,6.0,24.0
生半夏,90.0,30.0,60.0
甘松香,75.0,30.0,45.0
蜈蚣,30.0,1.0,29.0
川白芷,9.0,9.0,0.0
生地黄汁,300.0,1.35,298.65
柏子仁,90.0,3.0,87.0
乱发,90.0,1.0,89.0
银柴胡,1.8,1.8,0.0
槟榔,150.0,1.5,148.5
珍珠,37.5,10.0,27.5
陈胆星,30.0,6.0,24.0
丹皮,120.0,2.4,117.6
石南藤,21.0,21.0,0.0
川独活,60.0,6.0,54.0
山萸肉,60.0,15.0,45.0
狗脊,300.0,7.5,292.5
钻地风,500.0,500.0,0.0
牡蛎粉,45.0,15.0,30.0
大生地,15.0,15.0,0.0
枯梗,5.0,3.0,2.0
干菊,7.5,7.5,0.0
广藿香,60.0,6.0,54.0
石胆,30.0,15.0,15.0
白姜,30.0,30.0,0.0
大红枣,4.0,4.0,0.0
诃黎勒,30.0,30.0,0.0
全当归,180.0,1.8,178.2
防己,90.0,0.9,89.1
薏苡仁,240.0,1.5,238.5
石榴皮,9.0,9.0,0.0
天台乌药,30.0,30.0,0.0
琥珀,1000.0,3.0,997.0
细辛叶,0.9,0.6,0.3
蕤仁,90.0,0.9,89.1
葱,2500.0,2500.0,0.0
明天麻,90.0,2.4,87.6
芫花,30.0,1.5,28.5
朱砂,120.0,1.5,118.5
赭石,90.0,90.0,0.0
五加皮,150.0,2.1,147.9
葳蕤,30.0,15.0,15.0
桃胶,22.5,22.5,0.0
蚤休,30.0,30.0,0.0
明鳔,6.0,6.0,0.0
五倍子,150.0,0.9,149.1
牛子,15.0,15.0,0.0
乌犀末,30.0,30.0,0.0
熟甘草,6.0,1.5,4.5
安息香,30.0,30.0,0.0
中桂,30.0,30.0,0.0
升麻,420.0,0.6,419.4
苍术,2500.0,0.9,2499.1
地龙,1200.0,3.0,1197.0
白蔹,90.0,3.0,87.0
食盐,30.0,30.0,0.0
北细辛,90.0,0.6,89.4
楮子,15.0,15.0,0.0
密蒙花,100.0,1.8,98.2
铅霜,22.5,15.0,7.5
好窑煤,25000.0,25000.0,0.0
藿香叶,60.0,6.0,54.0
板蓝根,3.0,3.0,0.0
肉豆蔻,30.0,7.5,22.5
廑虫,30.0,30.0,0.0
青葙子,12500.0,1.2,12498.8
生大黄,1000.0,4.5,995.5
草蔻仁,60.0,60.0,0.0
巴戟天,45.0,6.0,39.0
大豆黄卷,30.0,30.0,0.0
蒡子,3.0,3.0,0.0
枫子仁,9.0,9.0,0.0
三棱,60.0,3.0,57.0
桑花,30.0,30.0,0.0
于术,240.0,30.0,210.0
石燕,30.0,30.0,0.0
直僵蚕,7.5,6.0,1.5
干姜,90.0,0.3,89.7
鳖甲,30.0,15.0,15.0
生草乌,21.0,9.0,12.0
甘松,60.0,3.0,57.0
石楠叶,60.0,60.0,0.0
羚羊角末,45.0,45.0,0.0
蛤蚧,1.0,1.0,0.0
白蒺藜,4500.0,3.0,4497.0
腻粉,0.9,0.9,0.0
鹿角屑,60.0,60.0,0.0
嫩白上好松香,30000.0,30000.0,0.0
大附子,60.0,1.0,59.0
蚕纸,1.0,1.0,0.0
山萸,45.0,45.0,0.0
沙苑蒺藜,60.0,15.0,45.0
木贼,360.0,3.0,357.0
桑白皮,90.0,3.0,87.0
鬼馒头,120.0,120.0,0.0
风藤,90.0,3.0,87.0
胡麻仁,60.0,9.0,51.0
酒知母,15.0,4.5,10.5
石南,60.0,30.0,30.0
党参,12.0,4.5,7.5
龙胆,60.0,9.0,51.0
犀角,60.0,0.9,59.1
免肝,3.0,3.0,0.0
犀角黄芩,60.0,60.0,0.0
茅山苍术,180.0,60.0,120.0
芜蔚子,3.0,3.0,0.0
柏叶,500.0,60.0,440.0
鲜蒌,180.0,180.0,0.0
牛胆南星,30.0,7.5,22.5
海藻,90.0,30.0,60.0
香附米,18.0,18.0,0.0
皂荚,500.0,1.5,498.5
蔺草,30.0,30.0,0.0
夜明砂,1000.0,9.0,991.0
白芥子,60.0,2.4,57.6
紫地丁,60.0,60.0,0.0
延胡索,30.0,15.0,15.0
神曲,250.0,1.5,248.5
酒蒸大黄,3.0,3.0,0.0
葱白,16.0,2.0,14.0
菊花,45000.0,1.0,44999.0
丁皮,15.0,15.0,0.0
破故纸,60.0,60.0,0.0
卷柏,45.0,12.0,33.0
硼砂,15.0,15.0,0.0
大川乌,90.0,15.0,75.0
绵黄芪,30.0,15.0,15.0
生赤首乌,4.5,4.5,0.0
米珠,3.0,3.0,0.0
恶实,30.0,30.0,0.0
软秦艽,6.0,6.0,0.0
连翘,2250.0,0.3,2249.7
料豆西琥珀,60.0,60.0,0.0
制南星,9.0,9.0,0.0
马勃,3.0,3.0,0.0
忍冬藤,120.0,120.0,0.0
天麻459,60.0,60.0,0.0
铁粉,60.0,6.0,54.0
明雄,9.0,9.0,0.0
瓜蒌,30.0,6.0,24.0
羊肝,200.0,200.0,0.0
半夏曲,30.0,15.0,15.0
羊桃根,90.0,90.0,0.0
凌霄花,30.0,15.0,15.0
川草乌,30.0,30.0,0.0
益智仁,1.5,0.6,0.9
苡仁,30.0,3.0,27.0
华细辛,60.0,6.0,54.0
羌活,2250.0,0.9,2249.1
建曲,300.0,120.0,180.0
清酒,30,0.0,30.0
蜡,60.0,15.0,45.0
西秦艽,60.0,60.0,0.0
大风子仁,125.0,125.0,0.0
小胡麻,620.0,120.0,500.0
鹤虱草,90.0,1.5,88.5
菖蒲,60.0,15.0,45.0
甘菊花,150.0,0.9,149.1
木兰皮,75.0,75.0,0.0
儿茶,15.0,6.0,9.0
陈皮,5000.0,0.6,4999.4
玉米仁,15.0,15.0,0.0
麻油,4000.0,6.0,3994.0
铁精,30.0,30.0,0.0
沉香,300.0,1.8,298.2
天仙藤,15.0,15.0,0.0
犀牛角,6.0,6.0,0.0
花椒,125.0,0.3,124.7
泽兰,60.0,30.0,30.0
紫河车,2.1,2.1,0.0
汉防己,60.0,1.8,58.2
蝎梢,30.0,3.0,27.0
海螵蛸,90.0,90.0,0.0
麦芽,450.0,6.0,444.0
乌梢蛇头,30.0,30.0,0.0
小青皮,15.0,15.0,0.0
盐,120.0,15.0,105.0
乌头,90.0,0.9,89.1
山甲,30.0,30.0,0.0
草乌,120.0,3.0,117.0
姜汁,300.0,300.0,0.0
贝母,90.0,1.5,88.5
干山药,30.0,6.0,24.0
三柰子,15.0,15.0,0.0
川芎,12500.0,0.9,12499.1
蜗牛,7.0,7.0,0.0
麻黄节,15.0,9.0,6.0
毛陈皮,1200.0,1200.0,0.0
白粉葛,24.0,3.0,21.0
蚕沙,12.0,12.0,0.0
海风藤,250.0,9.0,241.0
油肉桂,6.0,6.0,0.0
银消,6.0,6.0,0.0
枣仁,30.0,3.0,27.0
黑脂麻,150.0,150.0,0.0
蝎尾,15.0,15.0,0.0
红胡麻,12.0,12.0,0.0
槐枝,90.0,60.0,30.0
茵陈叶,30.0,30.0,0.0
大豆,50.0,15.0,35.0
荆芥,1500.0,0.75,1499.25
真蚌粉,9.0,9.0,0.0
功劳叶,30.0,18.0,12.0
鲜竹茹,120.0,120.0,0.0
猪椒根,60.0,60.0,0.0
片术,3.0,3.0,0.0
熟地黄,75000.0,0.9,74999.1
甘菊,120.0,3.0,117.0
刺猬皮,15.0,15.0,0.0
炙黄芪,30.0,30.0,0.0
禹白附,60.0,1.5,58.5
细芽茶,30.0,30.0,0.0
阿胶,90.0,3.0,87.0
大甘草,12.0,12.0,0.0
桑螵蛸,90.0,3.0,87.0
川杜仲,60.0,60.0,0.0
浮萍草,6.0,6.0,0.0
八珍汤,24.0,24.0,0.0
蜜蒙花,30.0,3.0,27.0
白薇,45.0,3.0,42.0
胡麻,500.0,1.8,498.2
山川柳,9.0,9.0,0.0
生姜218,15.0,15.0,0.0
葛粉,21.0,21.0,0.0
雷丸,90.0,90.0,0.0
辰茯神,45.0,45.0,0.0
白龙骨,75.0,75.0,0.0
犀角屑,30.0,15.0,15.0
蛤粉,30.0,4.0,26.0
干熟地,500.0,500.0,0.0
桑树上络藤,30.0,30.0,0.0
干蟾,1.0,1.0,0.0
白槟榔,30.0,30.0,0.0
犀角片,6.0,6.0,0.0
虎骨胫,15.0,15.0,0.0
苏叶嫩枝,4.5,4.5,0.0
虎骨胶,60.0,60.0,0.0
猪牙皂,75.0,9.0,66.0
寒水石,750.0,1.5,748.5
豆黄卷,30.0,30.0,0.0
乳没,30.0,30.0,0.0
赤苓,9.0,9.0,0.0
酒黄芩,15.0,3.0,12.0
锡蔺脂,30.0,30.0,0.0
皂刺,30.0,1.8,28.2
纬丹,330.0,330.0,0.0
远志,60.0,3.0,57.0
白苍术,30.0,30.0,0.0
江鳔,9.0,9.0,0.0
上肉桂,60.0,15.0,45.0
土茯苓,660.0,4.5,655.5
山柰,30.0,9.0,21.0
山羊血,60.0,60.0,0.0
真蕲蛇,120.0,120.0,0.0
真川芎,1.2,1.2,0.0
蛇床子,125.0,1.5,123.5
甲香,37.5,37.5,0.0
巴豆霜,17.0,6.0,11.0
紫背浮萍,60.0,60.0,0.0
杜蒺藜,2500.0,15.0,2485.0
地黄,1000.0,2.4,997.6
土瓜根,90.0,90.0,0.0
南星,350.0,0.3,349.7
大茴香,90.0,90.0,0.0
南星曲,2.5,2.5,0.0
兰香,1.5,1.5,0.0
苍耳草叶,60.0,60.0,0.0
枫子肉,90.0,90.0,0.0
天南星大者,1.0,1.0,0.0
乌梅,30.0,1.0,29.0
赤小豆附子,60.0,60.0,0.0
白蔻仁,60.0,60.0,0.0
明矾,90.0,0.09,89.91
桔梗,3000.0,0.3,2999.7
炙僵蚕,6.0,6.0,0.0
石膏.,5.0,5.0,0.0
乌贼鱼骨,45.0,45.0,0.0
鲜紫苏,240.0,240.0,0.0
乌梢蛇肉,90.0,3.0,87.0
胡椒,9.0,6.0,3.0
粉丹皮,45.0,6.0,39.0
甘枸杞子,60.0,60.0,0.0
厚朴,120.0,1.5,118.5
川芎2.48,3.0,3.0,0.0
大风子霜,300.0,300.0,0.0
红娘,12.0,12.0,0.0
风化消,30.0,9.0,21.0
鲜白凤仙,120.0,120.0,0.0
土贝,9.0,9.0,0.0
巴戟肉,90.0,90.0,0.0
莱菔子,6.0,6.0,0.0
高良姜,15.0,3.0,12.0
川升麻,30.0,2.4,27.6
陈茶,10000.0,10000.0,0.0
玄明粉,15.0,15.0,0.0
炒白术,250.0,9.0,241.0
夏,9.0,9.0,0.0
广术,3.0,3.0,0.0
生姜,2500.0,1.5,2498.5
赤茯神,15.0,15.0,0.0
苏合油,120.0,120.0,0.0
黄松节,30.0,30.0,0.0
羊角天麻,15.0,15.0,0.0
乌犀角屑,30.0,15.0,15.0
干蝎,40.0,7.5,32.5
血余,60.0,9.0,51.0
宣木瓜,60.0,9.0,51.0
余粮石,9.0,9.0,0.0
知母,125.0,0.6,124.4
苍白术,60.0,60.0,0.0
侧柏叶,100.0,100.0,0.0
干木瓜,30.0,30.0,0.0
木瓜,120.0,1.5,118.5
双勾藤,210.0,210.0,0.0
槐荚子,60.0,60.0,0.0
生地,3000.0,1.5,2998.5
枸杞子,12500.0,3.0,12497.0
黑参,90.0,3.0,87.0
生甘草梢,3.0,3.0,0.0
蓖麻叶,60.0,60.0,0.0
白花蛇头,1.0,1.0,0.0
公英,12.0,9.0,3.0
皂荚针,90.0,3.0,87.0
青羊胆,1.0,1.0,0.0
紫胡,24.0,24.0,0.0
黄牛胆,6.0,6.0,0.0
泽泻片,150.0,150.0,0.0
生南星,120.0,30.0,90.0
枳实,300.0,0.9,299.1
熟石膏,3.0,3.0,0.0
小麦,15.0,5.0,10.0
干全蝎,15.0,15.0,0.0
萎蕤,90.0,15.0,75.0
鲜牛蒡,240.0,240.0,0.0
郁金,30.0,6.0,24.0
干漆,30.0,15.0,15.0
红花,240.0,0.3,239.7
细辛O.,9.0,9.0,0.0
千姜,3.0,3.0,0.0
瞿麦,90.0,1.2,88.8
枫香,30.0,30.0,0.0
诃子,15.0,15.0,0.0
槐皮,49.0,49.0,0.0
羊心,1.0,1.0,0.0
浙苓皮,9.0,9.0,0.0
蒲黄,60.0,4.5,55.5
焦栀子,15.0,15.0,0.0
郁李仁,150.0,3.0,147.0
细茶,45.0,7.5,37.5
明乳香,1.5,1.5,0.0
熟大黄,1000.0,2.0,998.0
土蒺藜,15.0,15.0,0.0
淮牛膝,3.0,3.0,0.0
真水安息,120.0,120.0,0.0
术通,2.4,2.4,0.0
良姜,60.0,1.5,58.5
螺青,30.0,30.0,0.0
制附片,30.0,30.0,0.0
京墨,15.0,15.0,0.0
肥皂核,15.0,15.0,0.0
当参,45.0,45.0,0.0
山栀子仁,60.0,3.0,57.0
樱皮,4.5,4.5,0.0
