防风,1569
甘草,677
川芎,621
羌活,537
当归,472
黄芩,304
细辛,302
白芷,301
荆芥,269
人参,267
独活,254
桔梗,225
天麻,207
连翘,197
白术,195
黄芪,190
黄连,180
麻黄,174
苍术,165
陈皮,164
枳壳,160
升麻,151
薄荷,145
茯苓,143
柴胡,142
大黄,138
牛膝,120
炙甘草,118
附子,118
玄参,115
荆芥穗,114
石膏,114
生地黄,113
蝉蜕,112
赤芍,112
半夏,106
白茯苓,102
全蝎,102
桂心,102
秦艽,99
牛蒡子,97
芍药,97
苦参,93
蔓荆子,93
黄柏,91
杏仁,89
赤芍药,88
菊花,86
生地,86
僵蚕,85
熟地黄,82
甘菊花,77
麝香,77
车前子,76
白蒺藜,76
金银花,75
肉桂,75
藁本,74
白僵蚕,72
朱砂,72
白芍,71
麦冬,71
乳香,70
木通,69
葛根,68
白附子,65
威灵仙,64
木香,64
前胡,63
防己,63
地骨皮,62
没药,62
川乌,62
白芍药,61
红花,61
天南星,61
何首乌,60
知母,59
乌药,59
五味子,58
草乌,58
泽泻,55
羚羊角,54
花椒,54
干姜,53
栀子,52
雄黄,51
厚朴,51
远志,50
萆薢,48
茺蔚子,48
石决明,47
桂枝,47
木贼,46
薏苡仁,46
羚羊角屑,45
天花粉,45
五加皮,45
禹白附,45
南星,45
白鲜皮,44
杜仲,44
木瓜,43
芒硝,40
生甘草,40
丹参,39
牛黄,39
生姜,38
槟榔,37
赤茯苓,37
酸枣仁,37
草决明,37
枸杞子,36
茯神,35
冰片,35
青葙子,34
地龙,34
银花,34
香附,34
山药,33
菟丝子,33
桃仁,33
官桂,33
山栀,32
青皮,32
川乌头,32
石斛,31
决明子,31
马钱子,31
旋覆花,31
龙胆草,30
续断,30
藿香,30
滑石,30
当归身,30
乌梢蛇,29
穿山甲,29
熟地,29
当归尾,28
石菖蒲,28
薄荷叶,28
桂,27
蒺藜,27
天冬,27
骨碎补,26
桑寄生,26
山茱萸,26
白花蛇,26
归尾,26
桑白皮,26
白蔹,25
沉香,25
犀角,25
干葛,24
土茯苓,24
干蝎,24
蕤仁,24
枳实,23
牡丹皮,23
香白芷,23
栀子仁,22
天竺黄,22
天雄,22
密蒙花,22
丹皮,21
皂角刺,21
苏叶,21
猪苓,20
蛇蜕,20
肉苁蓉,20
海桐皮,20
乌头,20
地肤子,20
射干,20
甘菊,20
赤小豆,20
花粉,20
贝母,20
甘草节,19
菖蒲,19
蛇床子,19
蒺藜子,19
皂荚,18
川牛膝,18
五灵脂,18
明天麻,17
汉防己,17
苏木,17
苍耳子,17
琥珀,17
白及,17
血竭,17
阿胶,16
川升麻,16
谷精草,16
犀角屑,16
钩藤,16
柏子仁,16
龙齿,16
虎胫骨,16
黑参,16
牡蛎,15
吴茱萸,15
北细辛,15
补骨脂,15
淫羊藿,15
蔓荆实,15
虎骨,15
牙皂,15
川大黄,15
紫苏,15
山栀子仁,14
蜈蚣,14
胆星,14
川羌活,14
巴戟,13
粉草,13
甘松,13
蝎梢,13
狗脊,13
地黄,13
山栀子,13
砂仁,13
莽草,12
自然铜,12
草乌头,12
藿香叶,12
首乌,12
木贼草,11
丁香,11
茵陈,11
香附子,11
两头尖,11
广木香,11
沙参,10
青黛,10
茴香,10
酒黄芩,10
覆盆子,10
炙草,10
白矾,10
神曲,10
生黄芪,10
青木香,10
龙骨,10
轻粉,9
五倍子,9
川萆薢,9
川独活,9
大枣,9
川附子,9
漏芦,9
炮附子,9
竹沥,9
莪术,9
三棱,9
胡麻,9
皂刺,9
金毛狗脊,9
生大黄,9
吴白芷,9
猪牙皂荚,9
灵仙,8
豨莶草,8
山豆根,8
巴豆,8
竹叶,8
海风藤,8
良姜,8
金箔,8
桑螵蛸,8
夏枯草,8
大青叶,8
广陈皮,8
秦皮,8
乌梢蛇肉,8
地榆,7
黑豆,7
草豆蔻,7
踯躅花,7
昆布,7
川黄连,7
川续断,7
淡竹叶,7
麻黄根,7
龟版,7
瓜蒌仁,7
海藻,7
明矾,7
姜黄,7
白芥子,7
小茴香,7
萎蕤,7
桑叶,7
川贝母,7
紫草,7
赤石脂,6
零陵香,6
制半夏,6
紫苏叶,6
生石膏,6
檀香,6
巴戟天,6
血余,6
赤箭,6
牵牛子,6
艾叶,6
川断,6
铁粉,6
瓜蒌,6
露蜂房,6
薏仁,6
川当归,6
当归梢,6
牛蒡,6
米仁,6
明雄黄,6
枸杞,6
苡仁,6
苍耳,5
胆南星,5
鹿茸,5
沙苑蒺藜,5
白薇,5
杜蒺藜,5
宣木瓜,5
甘草梢,5
大枫子,5
白豆蔻,5
紫荆皮,5
紫参,5
兔肝,5
葶苈,5
青盐,5
槐花,5
归身,5
胆矾,5
安息香,5
泽兰,5
麦芽,5
干山药,5
熟大黄,5
荜茇,5
苦桔梗,5
槐子,5
桑根白皮,5
蜂房,5
鳖甲,5
肉豆蔻,5
川楝子,5
蜜蒙花,5
苁蓉,5
枯矾,5
大皂荚,5
麻油,5
通草,5
风藤,5
白花蛇肉,5
珍珠,5
酒黄柏,5
茵芋,5
香油,4
黑附子,4
羯羊肝,4
大戟,4
大腹皮,4
白扁豆,4
炒白芍,4
白胶香,4
乱发,4
大附子,4
龙胆,4
全当归,4
大川乌,4
皂荚针,4
山柰,4
松节,4
芥穗,4
香薷,4
楮实子,4
磁石,4
青风藤,4
片脑,4
芦荟,4
松脂,4
白芷梢,4
道人头,4
百部,4
黄丹,4
粉丹皮,4
干漆,4
草龙胆,4
草节,4
川朴,4
天浆子,4
鸡苏叶,4
铜绿,4
生半夏,4
苏子,4
蜡,4
乌梅,4
瞿麦,4
葳蕤,4
胆草,4
旋复花,4
紫石英,4
川连,4
半夏曲,4
刘寄奴,4
桑皮,4
大胡麻,4
大麻仁,4
蒲公英,4
党参,4
白菊花,4
猪牙皂,4
大茴香,4
炒牛蒡子,4
郁李仁,4
槐角,3
金钗草,3
常山,3
蓬术,3
灯心,3
蒲黄,3
小茨菇,3
青防风,3
淮生地,3
怀牛膝,3
柳枝,3
贯众,3
胡麻子,3
商陆,3
母丁香,3
黄蜡,3
蓝实,3
苏梗,3
石南,3
小胡麻,3
降香,3
楮实,3
金钗石斛,3
干木瓜,3
酒知母,3
生栀子,3
山楂,3
玄胡,3
百合,3
黑牵牛,3
生地黄汁,3
紫花地丁,3
乌喙,3
千年健,3
面蒲黄,3
白头翁,3
辛夷,3
瓜蒌根,3
炒白术,3
柴胡梢,3
山萸肉,3
葱,3
蚤休,3
好窑煤,3
大豆,3
蛤粉,3
寒水石,3
生南星,3
恶实,3
淡豆豉,3
扁豆,3
赤苓,3
红枣,3
真五加皮,3
广藿香,3
松香,3
苍耳草,3
千里光草,3
蒜头,3
晚蚕蛾,3
元明粉,3
刺蒺藜,3
白附,3
羊胫骨灰,3
陈胆星,3
广皮,3
油松节,3
郁金,3
青藤,3
制苍术,3
广姜黄,3
川山甲,3
大风子肉,3
胡芦巴,3
青葱,3
松叶,3
蒙花,3
全蝉蜕,3
晚蚕沙,3
麻仁,3
白牵牛,3
狼毒,3
山川柳,3
jiu黄芩,3
青陈皮,3
薄桂,3
蛇蜕皮,3
代赭石,3
夜明砂,3
甘松香,3
嫩白上好松香,3
葱白,3
垂柳枝,3
制南星,3
凌霄花,3
鹤虱草,3
益智仁,3
大风子,3
儿茶,3
石楠藤,2
麻子仁,2
羊肾脂,2
银箔,2
草河车,2
茅香,2
真珠,2
柏枝,2
贯仲,2
酒黄连,2
原蚕蛾,2
腹皮,2
制香附,2
角刺,2
鸡舌香,2
川花椒,2
细辛叶,2
木防己,2
密陀僧,2
茶叶,2
赤土,2
葶苈子,2
三七,2
栝楼,2
枯梗,2
芫花,2
中桂,2
硼砂,2
天麻459,2
枣仁,2
鲜生地,2
水粉,2
胡椒,2
细茶,2
礞石,2
花蛇肉,2
朴硝,2
南木香,2
革薜,2
鲤鱼胆,2
鹅脂,2
透骨草,2
麒麟竭,2
苦参皮,2
牛胆星,2
大半夏,2
干菊花,2
钗石斛,2
炮干姜,2
天蓼木,2
酒生地黄,2
新罗禹白附,2
生石决明,2
