*1*9,干葛,None,防风,None,石膏,None,甘草,None
*1*11,防风,None,荆芥,None,甘草,None,牛蒡子等分,None
*2*21,黄芪,None,附子,None,甘草,None,苍术,None,陈皮,None,羌活,None,防风,None,桔梗等分,None
*2*27,防风,None,当归,None,赤茯苓,None,杏仁,None,秦艽,None,葛根,None,羌活,None,桂枝,None,甘草,None
*2*33,五灵脂,15g,荆芥穗,15g,防风,15g,羌活,15g,独活,15g,甘草节,15g,穿山甲,15g,骨碎补,15g,草乌,15g,麝香少许,None
*2*36,羌活,None,防风,None,熟地,None,当归,None,芍药,None,川芎,None,桃仁,None,牛膝,None,黄芩,None,黄柏,None
